 36.851170  257.111670  1323.40 979474.752 746 9999
 36.849500  252.311670  1913.20 979265.875 746 9999
 36.849500  257.445000  1275.00 979493.681 746 9999
 36.849500  257.608330  1250.00 979507.552 746 9999
 36.849500  257.663330  1243.60 979509.928 746 9999
 36.849500  257.711670  1220.40 979516.992 746 9999
 36.847830  257.786670  1194.20 979521.515 746 9999
 36.847830  257.841670  1178.10 979526.107 746 9999
 36.847830  257.950000  1137.50 979536.641 746 9999
 36.847170  253.429170  2333.50 979173.212 746 9999
 36.845500  251.256670  1481.60 979411.128 746 9999
 36.845500  251.548330  1622.10 979360.111 746 9999
 36.845500  252.146670  1916.90 979274.725 746 9999
 36.844670  252.026670  1729.40 979319.478 746 9999
 36.844670  253.363000  2316.80 979178.646 746 9999
 36.844000  251.356670  1541.10 979395.711 746 9999
 36.842330  253.150000  2317.10 979167.287 746 9999
 36.838330  253.271670  2322.60 979169.773 746 9999
 36.837500  250.975000  1696.80 979352.444 746 9999
 36.836670  251.425000  1628.20 979371.762 746 9999
 36.833670  251.136670  1568.20 979389.750 746 9999
 36.833670  252.850000  2172.00 979205.402 746 9999
 36.833670  252.978330  2217.40 979191.212 746 9999
 36.832000  252.565000  1951.90 979258.291 746 9999
 36.832000  253.013330  2237.20 979187.833 746 9999
 36.826330  251.301670  1507.00 979402.197 746 9999
 36.824830  251.038330  1598.10 979368.861 746 9999
 36.824000  251.960000  1727.00 979319.646 746 9999
 36.823170  253.469830  2393.60 979160.564 746 9999
 36.822330  252.285000  1799.80 979290.198 746 9999
 36.822330  257.046670  1352.40 979463.329 746 9999
 36.820830  251.583330  1620.00 979356.904 746 9999
 36.820830  252.011670  1721.50 979319.842 746 9999
 36.820830  252.061670  1827.00 979296.483 746 9999
 36.820830  257.198330  1351.00 979469.095 746 9999
 36.820830  257.485000  1282.70 979492.465 746 9999
 36.820830  257.550000  1255.20 979502.828 746 9999
 36.819170  251.768330  1667.30 979336.891 746 9999
 36.819170  251.823330  1749.60 979317.516 746 9999
 36.819170  252.795000  2129.60 979215.833 746 9999
 36.819170  257.395000  1278.00 979490.178 746 9999
 36.818500  251.100000  1602.30 979378.159 746 9999
 36.818500  252.533330  1918.70 979264.631 746 9999
 36.818500  253.433330  2315.00 979176.068 746 9999
 36.816830  253.318330  2277.80 979173.788 746 9999
 36.815330  251.253330  1480.40 979407.220 746 9999
 36.814330  251.726670  1762.00 979316.803 746 9999
 36.814330  252.341670  1765.10 979296.475 746 9999
 36.812000  251.483330  1654.10 979355.420 746 9999
 36.809670  257.146670  1341.10 979468.350 746 9999
 36.808170  253.116670  2342.10 979158.644 746 9999
 36.805670  257.105000  1336.90 979467.184 746 9999
 36.805670  257.605000  1243.00 979505.797 746 9999
 36.805670  257.660000  1229.30 979511.019 746 9999
 36.805670  257.711670  1220.40 979516.369 746 9999
 36.805670  257.786670  1189.90 979521.279 746 9999
 36.805670  257.843330  1174.40 979525.309 746 9999
 36.805670  257.895000  1161.30 979529.552 746 9999
 36.805670  257.950000  1135.10 979535.174 746 9999
 36.804000  251.345000  1580.10 979383.372 746 9999
 36.804000  251.381670  1594.70 979376.464 746 9999
 36.804000  252.160000  1898.60 979275.673 746 9999
 36.804000  252.311670  1756.60 979300.039 746 9999
 36.801670  251.291670  1513.30 979396.086 746 9999
 36.799330  253.078330  2393.90 979149.834 746 9999
 36.797000  251.918330  1678.10 979327.932 746 9999
 36.796500  252.961670  2275.60 979173.496 746 9999
 36.793000  250.980000  1718.50 979345.640 746 9999
 36.793000  252.283330  1753.50 979302.396 746 9999
 36.791330  252.100000  1896.50 979278.259 746 9999
 36.789830  251.113330  1583.10 979378.376 746 9999
 36.789830  252.521670  1936.40 979259.696 746 9999
 36.789830  253.441330  2283.30 979181.349 746 9999
 36.789830  257.200000  1378.10 979460.931 746 9999
 36.789000  251.691670  1704.10 979329.678 746 9999
 36.788170  251.801670  1700.20 979324.747 746 9999
 36.788170  251.888330  1693.20 979323.883 746 9999
 36.786500  252.016670  1792.50 979300.188 746 9999
 36.785670  252.215000  1810.80 979291.195 746 9999
 36.785000  253.345000  2309.50 979164.595 746 9999
 36.783330  251.326670  1511.00 979390.972 746 9999
 36.783330  251.575000  1603.60 979360.879 746 9999
 36.783330  252.925000  2227.50 979184.860 746 9999
 36.781000  251.966670  1727.00 979315.856 746 9999
 36.780170  251.063330  1568.50 979381.321 746 9999
 36.780170  251.366670  1516.30 979386.345 746 9999
 36.780170  251.453330  1598.10 979364.534 746 9999
 36.780170  252.806670  2176.30 979202.175 746 9999
 36.778500  251.766670  1628.50 979340.093 746 9999
 36.777830  257.486670  1273.80 979491.340 746 9999
 36.777830  257.550000  1254.30 979498.280 746 9999
 36.776170  257.250000  1330.80 979472.560 746 9999
 36.776170  257.340000  1305.80 979479.611 746 9999
 36.776170  257.395000  1300.90 979482.646 746 9999
 36.773000  251.163330  1555.70 979378.334 746 9999
 36.773000  253.233330  2315.00 979160.507 746 9999
 36.770670  252.843330  2174.10 979200.956 746 9999
 36.769830  251.266670  1506.30 979391.022 746 9999
 36.769830  252.250000  1748.00 979303.849 746 9999
 36.763500  251.410000  1531.30 979378.324 746 9999
 36.763500  253.443500  2260.00 979181.249 746 9999
 36.762670  252.126670  1796.80 979296.843 746 9999
 36.762670  257.200000  1373.50 979459.908 746 9999
 36.762670  257.663330  1222.90 979510.214 746 9999
 36.762670  257.753330  1205.80 979517.192 746 9999
 36.761000  251.638330  1623.10 979349.998 746 9999
 36.761000  251.778330  1670.00 979330.580 746 9999
 36.761000  252.543330  1948.30 979254.901 746 9999
 36.761000  253.125000  2296.70 979166.674 746 9999
 36.761000  257.033330  1400.90 979450.821 746 9999
 36.761000  257.105000  1410.30 979449.307 746 9999
 36.761000  257.713330  1211.00 979516.521 746 9999
 36.761000  257.805000  1185.90 979520.203 746 9999
 36.761000  257.860000  1173.50 979522.243 746 9999
 36.761000  257.916670  1150.30 979527.962 746 9999
 36.761000  257.975000  1124.60 979533.542 746 9999
 36.760170  257.606670  1238.10 979503.406 746 9999
 36.759500  251.216670  1602.30 979366.495 746 9999
 36.757830  251.500000  1531.90 979372.416 746 9999
 36.757830  252.793330  2121.40 979212.875 746 9999
 36.756330  251.836670  1658.70 979330.497 746 9999
 36.756330  253.396670  2219.20 979186.430 746 9999
 36.752170  252.195000  1722.10 979310.494 746 9999
 36.750670  251.583330  1576.70 979362.042 746 9999
 36.749830  251.463330  1526.90 979371.667 746 9999
 36.749830  251.550000  1563.00 979366.472 746 9999
 36.747500  252.400000  1883.40 979270.958 746 9999
 36.747500  252.571670  1962.90 979250.611 746 9999
 36.746670  251.293330  1569.30 979370.410 746 9999
 36.745170  251.933330  1756.00 979306.827 746 9999
 36.745170  252.021670  1722.70 979312.565 746 9999
 36.743500  251.118330  1592.30 979368.992 746 9999
 36.743500  251.745000  1600.20 979345.823 746 9999
 36.743500  252.871670  2176.90 979198.027 746 9999
 36.741170  252.151670  1774.50 979299.531 746 9999
 36.741170  253.483330  2298.80 979170.788 746 9999
 36.740330  251.251670  1553.30 979374.330 746 9999
 36.740330  257.553330  1251.20 979497.414 746 9999
 36.739500  252.768330  2114.70 979215.204 746 9999
 36.739500  253.536670  2372.60 979154.937 746 9999
 36.738000  252.268330  1833.40 979285.236 746 9999
 36.737170  251.621670  1574.00 979359.711 746 9999
 36.736330  251.058330  1595.30 979371.617 746 9999
 36.734830  252.443330  1915.10 979264.019 746 9999
 36.734830  253.239500  2251.30 979172.879 746 9999
 36.733830  252.930000  2215.00 979185.041 746 9999
 36.733830  253.433330  2239.10 979179.654 746 9999
 36.733830  257.200000  1382.00 979458.206 746 9999
 36.733830  257.235000  1363.60 979461.962 746 9999
 36.733830  257.271670  1351.80 979465.829 746 9999
 36.733830  257.325000  1319.10 979474.914 746 9999
 36.733830  257.361670  1300.70 979480.131 746 9999
 36.733830  257.396670  1295.50 979482.445 746 9999
 36.733830  257.451670  1282.90 979486.797 746 9999
 36.733830  257.488330  1271.20 979490.027 746 9999
 36.732330  252.216670  1748.00 979303.019 746 9999
 36.731500  252.721670  2055.60 979225.589 746 9999
 36.730830  251.665000  1576.20 979354.862 746 9999
 36.730830  257.495000  1269.40 979490.297 746 9999
 36.729170  251.421670  1578.30 979361.313 746 9999
 36.729170  251.700000  1592.60 979350.350 746 9999
 36.726830  251.455000  1599.60 979353.664 746 9999
 36.726830  251.571670  1627.90 979347.854 746 9999
 36.726830  251.793330  1618.60 979339.744 746 9999
 36.726830  252.311670  1972.40 979251.652 746 9999
 36.725170  252.598330  1982.40 979245.584 746 9999
 36.724330  252.991670  2201.60 979184.629 746 9999
 36.723500  251.200000  1613.60 979355.455 746 9999
 36.723500  252.180000  1696.50 979314.456 746 9999
 36.719670  252.488330  1910.20 979262.806 746 9999
 36.718830  251.825000  1627.00 979336.220 746 9999
 36.718830  252.040000  1679.30 979320.478 746 9999
 36.718830  257.055000  1452.70 979440.057 746 9999
 36.718830  257.093330  1434.80 979444.104 746 9999
 36.718830  257.125000  1414.10 979448.619 746 9999
 36.718830  257.163330  1397.30 979452.545 746 9999
 36.718830  257.590000  1245.70 979499.599 746 9999
 36.718000  251.520000  1615.40 979350.309 746 9999
 36.718000  252.216670  1732.40 979305.151 746 9999
 36.718000  257.001670  1477.60 979433.311 746 9999
 36.718000  257.698330  1233.50 979507.771 746 9999
 36.718000  257.753330  1210.40 979512.659 746 9999
 36.718000  257.916670  1150.60 979522.985 746 9999
 36.716330  251.345000  1573.40 979362.667 746 9999
 36.714000  252.073330  1680.60 979319.785 746 9999
 36.712500  250.990000  1683.70 979356.242 746 9999
 36.712500  252.138330  1717.90 979309.860 746 9999
 36.710830  251.288330  1579.20 979360.834 746 9999
 36.710830  252.021670  1662.30 979324.417 746 9999
 36.709330  252.645000  2054.40 979229.709 746 9999
 36.708500  251.743330  1660.60 979330.549 746 9999
 36.708500  252.828330  2099.20 979215.110 746 9999
 36.708500  252.876670  2119.00 979208.105 746 9999
 36.707670  251.870000  1634.90 979333.286 746 9999
 36.707670  251.950000  1674.00 979323.328 746 9999
 36.707670  252.695000  1994.00 979239.499 746 9999
 36.706000  251.633330  1661.20 979331.849 746 9999
 36.704500  251.903330  1648.50 979329.352 746 9999
 36.704500  257.526670  1258.20 979493.121 746 9999
 36.704500  257.971670  1123.80 979528.595 746 9999
 36.703670  252.533330  1927.60 979257.791 746 9999
 36.703670  253.273330  2178.70 979186.545 746 9999
 36.703670  257.646670  1222.90 979506.948 746 9999
 36.702000  251.403330  1583.40 979358.671 746 9999
 36.702000  253.371670  2215.30 979182.196 746 9999
 36.702000  253.416670  2274.70 979171.327 746 9999
 36.702000  257.806670  1177.70 979516.448 746 9999
 36.702000  257.860000  1154.60 979521.956 746 9999
 36.698830  257.451670  1284.40 979485.707 746 9999
 36.696500  252.050000  1675.80 979321.067 746 9999
 36.696500  252.960000  2195.80 979186.839 746 9999
 36.696500  253.083330  2266.20 979173.054 746 9999
 36.695670  252.250000  1715.70 979307.852 746 9999
 36.693330  252.911670  2148.90 979199.091 746 9999
 36.691670  251.026670  1700.80 979342.368 746 9999
 36.689330  251.550000  1631.30 979343.576 746 9999
 36.689330  252.573330  1951.60 979251.323 746 9999
 36.689330  257.218330  1370.70 979457.607 746 9999
 36.689330  257.325000  1318.60 979472.058 746 9999
 36.689330  257.380000  1299.70 979479.021 746 9999
 36.687670  252.105000  1700.20 979313.854 746 9999
 36.687670  253.316670  2150.70 979190.435 746 9999
 36.683000  252.776670  2162.30 979199.863 746 9999
 36.682170  257.108330  1410.90 979449.314 746 9999
 36.680500  251.783330  1817.00 979293.465 746 9999
 36.676500  253.217830  2129.60 979197.146 746 9999
 36.676500  253.446670  2347.80 979154.544 746 9999
 36.675670  257.275000  1354.80 979462.425 746 9999
 36.675000  251.636670  1695.30 979322.913 746 9999
 36.675000  251.666670  1691.30 979321.501 746 9999
 36.675000  251.741670  1824.20 979292.278 746 9999
 36.675000  252.176670  1740.70 979303.838 746 9999
 36.675000  257.016670  1448.10 979443.380 746 9999
 36.675000  257.661670  1212.50 979505.813 746 9999
 36.675000  257.751670  1199.40 979508.674 746 9999
 36.673330  251.583330  1675.20 979326.479 746 9999
 36.673330  252.645000  2020.20 979235.715 746 9999
 36.673330  257.916670  1153.40 979519.113 746 9999
 36.671000  251.290000  1593.90 979351.800 746 9999
 36.671000  251.393330  1607.80 979350.489 746 9999
 36.670170  251.253330  1624.60 979345.361 746 9999
 36.670170  252.821670  2158.60 979198.484 746 9999
 36.669330  253.385000  2180.20 979187.204 746 9999
 36.669330  257.560000  1251.50 979492.586 746 9999
 36.667830  250.986670  1782.50 979331.419 746 9999
 36.665330  251.995000  1681.60 979318.735 746 9999
 36.665330  252.743330  2245.20 979183.229 746 9999
 36.665330  253.278330  2160.70 979188.974 746 9999
 36.663830  252.985000  2236.60 979176.851 746 9999
 36.663000  252.121670  1810.50 979289.140 746 9999
 36.662170  251.110000  1645.60 979335.875 746 9999
 36.659830  257.500000  1260.30 979487.973 746 9999
 36.659830  257.843330  1157.00 979518.082 746 9999
 36.659830  257.990000  1113.40 979527.492 746 9999
 36.659000  252.793330  2194.00 979191.892 746 9999
 36.659000  253.086670  2274.10 979169.402 746 9999
 36.659000  257.805000  1177.10 979513.643 746 9999
 36.655830  252.906670  2224.40 979180.788 746 9999
 36.655000  251.521670  1627.30 979337.347 746 9999
 36.655000  252.033330  1785.50 979296.146 746 9999
 36.655000  257.453330  1260.70 979486.448 746 9999
 36.651830  253.593330  2590.80 979104.206 746 9999
 36.650170  253.443330  2334.80 979154.948 746 9999
 36.647000  253.243500  2115.90 979194.232 746 9999
 36.646170  251.708330  1750.80 979303.909 746 9999
 36.646170  257.216670  1369.80 979457.398 746 9999
 36.646170  257.325000  1328.30 979468.418 746 9999
 36.644500  251.786670  1855.00 979283.007 746 9999
 36.644500  252.638330  2052.80 979228.920 746 9999
 36.644500  257.110000  1405.70 979450.426 746 9999
 36.642170  253.545000  2495.40 979122.975 746 9999
 36.640670  253.133330  2182.40 979188.091 746 9999
 36.639830  253.011670  2261.60 979168.095 746 9999
 36.639000  251.640000  1721.80 979310.882 746 9999
 36.639000  252.088330  1879.10 979275.390 746 9999
 36.639000  253.348330  2222.30 979175.250 746 9999
 36.636670  252.721670  2207.10 979190.215 746 9999
 36.636670  252.950000  2193.60 979185.886 746 9999
 36.636670  257.271670  1343.90 979462.734 746 9999
 36.635000  257.163330  1379.50 979454.560 746 9999
 36.635000  257.588330  1235.00 979493.801 746 9999
 36.633500  251.288330  1594.00 979349.580 746 9999
 36.631830  250.978330  1771.80 979336.379 746 9999
 36.631830  251.376670  1623.10 979342.047 746 9999
 36.631830  257.696670  1198.50 979504.248 746 9999
 36.631830  257.753330  1199.10 979505.252 746 9999
 36.630330  252.838330  2150.70 979198.706 746 9999
 36.630330  257.643330  1219.80 979498.487 746 9999
 36.630330  257.916670  1132.00 979519.830 746 9999
 36.629500  251.598330  1716.00 979308.280 746 9999
 36.629500  257.018330  1430.70 979444.779 746 9999
 36.626170  253.050000  2216.20 979176.607 746 9999
 36.626170  253.200000  2169.00 979180.922 746 9999
 36.624670  251.486670  1603.20 979338.621 746 9999
 36.622330  251.978330  1834.60 979280.017 746 9999
 36.622330  252.900000  2179.00 979189.546 746 9999
 36.619170  253.475000  2280.20 979165.018 746 9999
 36.617500  253.100000  2173.20 979187.236 746 9999
 36.615000  257.843330  1172.90 979509.411 746 9999
 36.614330  253.145000  2176.60 979185.313 746 9999
 36.613500  252.645000  2025.40 979232.681 746 9999
 36.611170  251.670000  1757.50 979297.392 746 9999
 36.611170  251.761670  1796.20 979292.959 746 9999
 36.611170  252.021670  1782.80 979293.626 746 9999
 36.610330  257.453330  1278.90 979477.508 746 9999
 36.608670  251.816670  1792.50 979292.640 746 9999
 36.608670  252.091670  1892.80 979270.931 746 9999
 36.608670  257.216670  1358.20 979458.176 746 9999
 36.607830  251.083330  1732.80 979316.010 746 9999
 36.604000  252.948330  2200.00 979183.479 746 9999
 36.604000  253.325000  2206.40 979177.668 746 9999
 36.604000  253.528330  2310.70 979158.969 746 9999
 36.603170  250.945000  1773.00 979337.210 746 9999
 36.603170  251.350000  1638.00 979336.207 746 9999
 36.603170  257.323330  1321.00 979466.186 746 9999
 36.601500  257.018330  1444.80 979437.581 746 9999
 36.601500  257.805000  1181.10 979506.969 746 9999
 36.600000  253.386670  2200.70 979180.733 746 9999
 36.600000  257.975000  1118.90 979520.672 746 9999
 36.599170  251.711670  1791.00 979290.862 746 9999
 36.596000  250.983330  1821.20 979316.245 746 9999
 36.595170  251.558330  1716.90 979304.479 746 9999
 36.593500  251.293330  1651.80 979335.978 746 9999
 36.588670  251.030000  1802.90 979306.847 746 9999
 36.588670  251.460000  1615.10 979331.525 746 9999
 36.588670  257.275000  1337.50 979458.372 746 9999
 36.588000  251.851670  1746.80 979299.187 746 9999
 36.588000  252.868330  2128.40 979202.920 746 9999
 36.588000  257.643330  1208.80 979496.170 746 9999
 36.586330  257.516670  1257.00 979482.255 746 9999
 36.586330  257.578330  1227.70 979489.689 746 9999
 36.586330  257.751670  1176.20 979506.209 746 9999
 36.586330  257.916670  1143.60 979511.390 746 9999
 36.585500  251.613330  1748.90 979295.332 746 9999
 36.585500  253.281670  2077.80 979197.458 746 9999
 36.584830  251.631670  1770.60 979289.738 746 9999
 36.582330  251.946670  1855.60 979272.626 746 9999
 36.582330  251.996670  1902.60 979264.707 746 9999
 36.580670  251.765000  1820.00 979284.746 746 9999
 36.580670  252.226670  1846.50 979277.587 746 9999
 36.580670  253.108330  2214.40 979176.015 746 9999
 36.580670  253.483330  2233.20 979173.443 746 9999
 36.576000  251.433330  1561.80 979340.257 746 9999
 36.576000  253.250000  2130.90 979187.359 746 9999
 36.575170  251.900000  1807.80 979281.974 746 9999
 36.572670  257.165000  1375.90 979450.420 746 9999
 36.572670  257.216670  1357.90 979454.401 746 9999
 36.572670  257.860000  1166.20 979505.792 746 9999
 36.572000  252.951670  2185.70 979185.633 746 9999
 36.570330  253.376670  2143.40 979192.836 746 9999
 36.570330  253.440000  2190.00 979183.681 746 9999
 36.565670  251.581670  1754.70 979289.431 746 9999
 36.564830  257.001670  1424.60 979435.947 746 9999
 36.563170  252.836670  2172.90 979193.835 746 9999
 36.563170  253.325000  2101.90 979198.291 746 9999
 36.563170  253.550000  2409.10 979136.152 746 9999
 36.562330  253.210000  2172.60 979180.361 746 9999
 36.561500  251.531670  1726.40 979299.502 746 9999
 36.560000  257.451670  1268.90 979474.785 746 9999
 36.559170  251.693330  1848.00 979273.782 746 9999
 36.559170  257.288330  1323.70 979459.682 746 9999
 36.559170  257.341670  1308.80 979463.627 746 9999
 36.559170  257.415000  1289.00 979469.421 746 9999
 36.559170  257.805000  1172.60 979503.265 746 9999
 36.559170  257.975000  1122.90 979510.753 746 9999
 36.557670  253.500000  2321.20 979154.913 746 9999
 36.557670  257.113330  1394.20 979443.165 746 9999
 36.556000  251.791670  1853.50 979274.832 746 9999
 36.554330  251.861670  1748.30 979294.407 746 9999
 36.552830  251.136670  1748.30 979316.008 746 9999
 36.550330  251.283330  1653.20 979332.859 746 9999
 36.550330  252.188330  1912.00 979259.274 746 9999
 36.550330  253.115000  2197.60 979178.266 746 9999
 36.544830  252.253330  1885.20 979261.196 746 9999
 36.543170  251.633330  1803.80 979275.262 746 9999
 36.543170  252.025000  1956.50 979249.413 746 9999
 36.543170  257.216670  1350.90 979451.390 746 9999
 36.543170  257.751670  1164.90 979503.387 746 9999
 36.543170  257.916670  1140.90 979506.756 746 9999
